Follower count:,Post ID,Media Type:,Caption,Likes,Comments,Timestamp,Tags:
303164617,3143282053390868168,2,"“Believe in yourself and enjoy the game.” -@Giannis_An34

From the courts of Tianhe in Guangzhou to the fan connections made in Beijing—Giannis spread the love of the game and left inspiration to the next generation in China. 🇨🇳🏀",101064,420,2023-07-09 18:48:31+00:00,"[{'username': 'nikebasketball', 'followers': 15518122}]"
303164617,3142412607608895816,2,"The world of 🏋️ fitness 🏋️ is opening up to every Parisian thanks to Nike coaches @leonewhy (she/they) and @yassinchekkouh (he/him).
 
Discover how these friends are building a vibrant community and using sport to express their queer identities.
 
Hit the link in bio to learn how we’re supporting a more inclusive future for all athletes to play as their true selves.
 
#NoPrideNoSport",56939,427,2023-07-08 14:00:38+00:00,"[{'username': 'nikewellcollective', 'followers': 1776131}]"
303164617,3142201406568206733,8,"The best in agility, speed, precision, and touch — together for tomorrow.

When unique playing styles unite on the pitch, football gets forever better. That’s why the new 𝐍𝐢𝐤𝐞 𝐔𝐧𝐢𝐭𝐞𝐝 𝐏𝐚𝐜𝐤 has innovations for every footballer whether you’re a precision powerhouse like @sophsssmith, an agility all-star like @grace_geyoro, a touch titan like @lavellerose, or a speed merchant like @samanthakerr20. 
How will you unite the game? 🌄
#NikeFootball",80362,319,2023-07-08 07:00:19+00:00,"[{'username': 'nike', 'followers': 303164617}, {'username': 'samanthakerr20', 'followers': 1370567}, {'username': 'lavellerose', 'followers': 560548}, {'username': 'sophsssmith', 'followers': 285937}, {'username': 'grace_geyoro', 'followers': 165533}]"
303164617,3141183073051309454,2,"Introducing the next era of @nikewomen. A boundless expression of movement through self love, fluid femininity, and so much more. Moving seamlessly between the worlds of athleticism, artistry, performance, and style.

Imagined by @ParrisGoebel. 

Awaken your goddess within.

Creative Directed and Choreographed by Parris Goebel @parrisgoebel
Show Production by La Mode en Images @lamodeenimages
Cinematography by Laura Gonçalves @lauramelodygoncalves
Photography by Eva Losada @eva.al.desnudo
Organic Capture by Flo Gala @flongala
Styled by Kyle Luu @kyleluu
Make up by Isamaya Ffrench @isamayaffrench",86194,989,2023-07-06 21:19:32+00:00,"[{'username': 'nikewomen', 'followers': 7179273}]"
303164617,3140666025888666236,8,"Goddess Awakened takes the stage in Paris.

Creative directed and choreographed by @ParrisGoebel, she was joined by a collective of @Nike athletes and partners to tell a story of feminine expression and style through the medium of dance.

Awaken your Goddess within.

Creative Directed and Choreographed by Parris Goebel @parrisgoebel
Show Production by La Mode en Images @lamodeenimages
Photography by Eva Losada @eva.al.desnudo
Organic Capture by Flo Gala @flongala
Styled by Kyle Luu @kyleluu
Make up by Isamaya Ffrench @isamayaffrench",128303,780,2023-07-06 04:09:47+00:00,"[{'username': 'fengchenwang', 'followers': 154987}, {'username': 'nikewomen', 'followers': 7179273}, {'username': 'indiasardjoehh', 'followers': 13704}, {'username': 'yoon_ambush', 'followers': 710345}, {'username': 'parrisgoebel', 'followers': 1983666}]"
303164617,3138786864206481853,2,"It’s hard to imagine what running in Berlin would be like without ✨@joyruncollective ✨who are out here creating a safe space for every runner.
 
Meet members Jarred (he/him/they/them) and Hany (she/her/they/them) and hear about how when it comes to sport, there’s nothing like the power of community and togetherness.
 
Hit the link in bio to learn how we’re supporting a more inclusive future for all athletes* to play as their true selves.",59239,1311,2023-07-03 14:00:17+00:00,"[{'username': 'nikerunning', 'followers': 5727526}]"
303164617,3137352965157598937,2,"Thank you to all of the LGBTQIA+ athletes, coaches, and fans who have brought us to new heights on and off the field. The wins you’ve achieved, the records you’ve broken, and the contributions you’ve made are undeniable.

Beyond the month of June, we want to create a culture of belonging where athletes of all identities can move with pride every day of the year. Hit the link in the bio to learn how we’re supporting a more inclusive future for sport where all athletes are celebrated and free to play as their true selves. #NoPrideNoSport",78586,5869,2023-07-01 14:30:10+00:00,[]
303164617,3136859031243434198,8,"If you pull up, you better be laced up.  Look no further than New York’s very own @hgnext basketball crew rocking the G.T. Cut 2 and Cosmic Unity 3 for some on-court inspo. 
If they got next, what are you showing up wearing to play in? 

Tap to shop the crew’s collection.",86051,375,2023-06-30 22:05:58+00:00,"[{'username': 'nikebasketball', 'followers': 15518122}]"
303164617,3136674772858800213,2,"For the @hgnext crew, streetball is more than a game. Watch them pull up to Battery Park and West 4th St Park to flex on the court, and show us what ball means to them.  

Who are you bringing to the court? Tell us in the comments 👇

#InTheWild",48355,284,2023-06-30 16:01:08+00:00,"[{'username': 'nikebasketball', 'followers': 15518122}]"
303164617,3136137251813859739,8,"In The Wild sighting 👀 

New York’s @hgnext basketball crew notoriously tears it up wherever they show up. Comprised of the best ballers across the boroughs, they represent the spirit of streetball competition with trash-talk fueled play that pushes the opposition to talk back with their game. But it’s always love between squads once the game is done. 🤝

Hit the link in our bio to watch the full episode. #InTheWild",114812,525,2023-06-29 22:11:55+00:00,[]
303164617,3136084156093772516,2,"We’re outside in this episode of #InTheWild, when the @hgnext crew take over Battery Park and the infamous Cage at West 4th St. To them, streetball is more than a sport. It’s creativity. Style. Expression. You game? 

Check the link in our bio to see who’s got next.",82067,408,2023-06-29 20:29:52+00:00,[]
303164617,3136024546679490617,8,"“Football is about one love,” says Humz, a football & wellness content creator. “It’s one big community.” ⚽️🔥

Grassroots footballers who are shaping culture far beyond the pitch met up in London to make the 2023 Nike National Team Collections their own.

What statement will you make? #NikeFC",123745,590,2023-06-29 18:27:59+00:00,"[{'username': 'fabiomanuel._', 'followers': 3720}, {'username': 'ew0man', 'followers': 1481}, {'username': 'priyankkarrasu', 'followers': 2071}, {'username': 'fark_eta', 'followers': 1432}, {'username': 'brimistryfitness', 'followers': 237}, {'username': 'humzyd', 'followers': 4620}]"
303164617,3135192851888934273,2,"We called in @cdunn19 and @debinhaa7 to help us build the new Phantom Luna. 🌙⚽ 

Take a peek at the design process 👀",62297,427,2023-06-28 15:00:12+00:00,"[{'username': 'nikefootball', 'followers': 45672129}]"
303164617,3133048941696118578,2,"Every footballer dreams of it 💭, but how does it really feel to wear your country’s national team jersey? Hear firsthand from @cdunn19, @samanthakerr20, @asisat_oshoala, @ahegerberg and @debinhaa7 💪",64240,580,2023-06-25 16:00:04+00:00,"[{'username': 'samanthakerr20', 'followers': 1370567}, {'username': 'nikefootball', 'followers': 45672129}, {'username': 'debinhaa7', 'followers': 531732}, {'username': 'cdunn19', 'followers': 342049}, {'username': 'ahegerberg', 'followers': 836691}, {'username': 'asisat_oshoala', 'followers': 1040076}]"
303164617,3132447154534957884,8,"Waffle irons and the Willamette Valley. Patchouli and performance. This was the spirit of Eugene, Oregon in the 1970s. During this time, Nike was evolving and innovating rapidly which meant its graphic identity was too—especially on the t-shirt side of the hustle. Tees were the easiest way to communicate the brand’s rapidly developing identity. What’s most notable about these tees is that their bohemian, PNW-inspired look still influences much of the graphic work you still see in today’s designs.

Which one of these tees are you building a fit around? 

These original graphic tees were provided by the Department of Nike Archives.",85470,615,2023-06-24 20:00:21+00:00,[]
303164617,3131702895708035540,8,"Like the teams they love and support, every fan has their own unique style. 

From getting kitted out like the athletes on the pitch to making their colors their own 🌏, there’s no one way to represent your squad. And that’s what makes the beautiful game forever inspiring ✨ #NikeFootball",88637,531,2023-06-23 19:21:39+00:00,"[{'username': 'selecaofemininadefutebol', 'followers': 2721456}, {'username': 'uswnt', 'followers': 2314932}, {'username': 'oranjeleeuwinnen', 'followers': 372673}, {'username': 'nikefootball', 'followers': 45672129}, {'username': 'matildas', 'followers': 304551}, {'username': 'nzfootballferns', 'followers': 30810}]"
303164617,3131125628606403171,2,"Hello Humans,
Hello planet Earth,
Hello San Antonio,
Hello Basketball.

Please welcome Victor Wembanyama. ☄️👀",281865,2004,2023-06-23 00:15:33+00:00,"[{'username': 'wemby', 'followers': 2472827}]"
303164617,3130879161917232475,2,"The futuristic phenom. The sport sensation. Meet ‘Swooshman,’ arguably the greatest superhero in the history of superheroes. Swooshman’s legend began in the mid ‘90s when Nike’s Sport Entertainment division created a mascot that embodied the power, soul, and innovation of athletes everywhere. It was one of the most advanced mascot suits for the time, and made out of custom molded neoprene so the performer had full range of motion. The suit itself was designed in Hollywood by the same studio that made the suits for another very popular superhero 👀

These “Swooshman” artifacts have been supplied by the Department of Nike Archives.

🔗 in bio to watch the full episode",50857,364,2023-06-22 16:06:02+00:00,[]
303164617,3130151873209533834,8,The @nike x @Jacquemus J Force 1. For the understated 🤝 For the standouts. Shop now on SNKRS. 🔗 in bio.,161519,922,2023-06-21 16:00:02+00:00,"[{'username': 'jacquemus', 'followers': 5933865}]"
303164617,3129426872546559156,2,"Experience Airphoria. 

Join the Ultimate Sneakerhunt in Fortnite before it disappears into thin air on 6.27 👟🌎",337949,2038,2023-06-20 16:00:21+00:00,"[{'username': 'fortnite', 'followers': 24712784}]"
303164617,3128717732603178663,8,"Shout out to these icons ⚽️🏆 We’re not just celebrating wins, we’re celebrating everything that they and the community have put into pushing the game forward. 💪 Grab a piece of history in the 2023 Nike National Team Collections.

Hit the 🔗 in bio to shop your team today.",79593,528,2023-06-19 16:30:39+00:00,"[{'username': 'wang_shuang7', 'followers': 66616}, {'username': 'samanthakerr20', 'followers': 1370567}, {'username': 'keishaballa', 'followers': 85190}, {'username': 'alexmorgan13', 'followers': 10225094}, {'username': 'debinhaa7', 'followers': 531732}, {'username': 'chloekelly', 'followers': 600500}, {'username': 'ahegerberg', 'followers': 836691}, {'username': 'sophsssmith', 'followers': 285937}, {'username': 'grace_geyoro', 'followers': 165533}, {'username': 'mrapinoe', 'followers': 2191412}, {'username': 'asisat_oshoala', 'followers': 1040076}]"
303164617,3127977106310827700,2,"Many say a father daughter relationship is like no other. This has never been more true than the case of Mike Morgan.

Every 4 years Mike creates custom t-shirts as an expression of his love to cheer & support his daughter @Alexmorgan13, as she takes the big stage. This year, we invited Mr. Morgan to create his custom shirts at Nike - as a surprise for Alex.

Here’s to the girl dads. The ones that existed long before it was trending, and the ones who will be here for many years after.
Happy Father’s Day 💐
#NikeFC",62994,363,2023-06-18 16:00:33+00:00,"[{'username': 'alexmorgan13', 'followers': 10225094}, {'username': 'nikefootball', 'followers': 45672129}]"
303164617,3127513296289597870,1,"@vinijr @cbf_futebol, we stand with you to create the change we all want to see.

Muda o Futebol.
Muda o Mundo.

@vinijr e @cbf_futebol, estamos com vocês para criar a mudança que todos nós queremos ver.",298760,669,2023-06-18 00:37:39+00:00,"[{'username': 'nikefootball', 'followers': 45672129}, {'username': 'vinijr', 'followers': 40834614}, {'username': 'cbf_futebol', 'followers': 16646842}]"
303164617,3127252887970218974,8,"Style is @tonyfinaugolf's middle name. On the latest episode of Unpacked, he shares his favorite Nike products for when he's taking on the course. 

Tap to shop the look.",81047,413,2023-06-17 16:00:16+00:00,"[{'username': 'tonyfinaugolf', 'followers': 610757}]"
303164617,3126527051976664416,2,On 6.20 @Fortnite catches Air. 🏙🌬,146496,1116,2023-06-16 15:59:30+00:00,"[{'username': 'fortnite', 'followers': 24712784}, {'username': 'nikesportswear', 'followers': 7913492}]"
303164617,3125846911320446212,2,"@tonyfinaugolf never disappoints when it comes to style on the course.

Catch him this week competing in style for a win. Good luck in LA, Tony! ⛳️🔥",44019,351,2023-06-15 17:30:11+00:00,"[{'username': 'tonyfinaugolf', 'followers': 610757}]"
303164617,3125529614087896974,2,"Introducing the 𝐍𝐢𝐤𝐞 𝐔𝐧𝐢𝐭𝐞𝐝 𝐏𝐚𝐜𝐤.
It’s a new dawn for football 🌄 that combines the best in agility, speed, precision, and touch. 

Arriving July 8. 

#NikeFootball",1182477,683,2023-06-15 06:59:17+00:00,"[{'username': 'nike', 'followers': 303164617}, {'username': 'samanthakerr20', 'followers': 1370567}, {'username': 'lavellerose', 'followers': 560548}, {'username': 'sophsssmith', 'followers': 285937}, {'username': 'grace_geyoro', 'followers': 165533}]"
303164617,3124447103508823540,2,"Check, check. Is this on? 🎤 Louder? OK, how about now... WELCOME! To your life, well lived. To your inner circle, expanded. To your personal expression of wellness, celebrated. It’s already within you — we’re just here to amplify it 🗣️.

The Nike Well Collective is your home for Movement, Mindfulness, Nutrition, Rest and Connection. Here, you’ll find people, intel and inspiration to help you balance the hell yeses and hot messes, the everyday and the not-todays ✨.

Because wellness isn’t a win — it’s a way. Welcome to #NikeWellCollective. #LifeWellLived",59752,697,2023-06-13 19:06:32+00:00,"[{'username': 'yogisophy', 'followers': 673}, {'username': 'kestyoga', 'followers': 229854}, {'username': 'nikewellcollective', 'followers': 1776131}, {'username': 'mariawada', 'followers': 18924}, {'username': 'brandencollinsworth', 'followers': 95690}, {'username': 'fabiandomenech', 'followers': 54614}, {'username': 'rebeckahprice', 'followers': 11781}, {'username': 'tune2tunde', 'followers': 615574}, {'username': 'rowenaida', 'followers': 28837}, {'username': '__nitfit', 'followers': 6786}, {'username': 'joeholder', 'followers': 145279}, {'username': 'dance_church', 'followers': 44993}, {'username': 'betinagozo', 'followers': 76115}, {'username': 'laurenschrammfit', 'followers': 37369}, {'username': 'mercedesowens', 'followers': 6458}, {'username': 'samm_yv', 'followers': 8372}, {'username': 'asisat_oshoala', 'followers': 1040076}, {'username': 'brancheflora', 'followers': 12651}, {'username': 'kirstygodso', 'followers': 288722}]"
303164617,3123963179318587917,8,Congrats to the Joker and the @nuggets on a franchise-first NBA Championship.,482000,1842,2023-06-13 03:04:12+00:00,"[{'username': 'nikebasketball', 'followers': 15518122}]"
303164617,3122903894078446917,8,"@lavellerose 🤝🏼 Tiempo.
 
In the latest Unpacked episode, Rose shares her favorite Nike products – both on and off the pitch. Her love for a comfy Groutfit is something we can all get behind. Shop all her looks at our link in bio.",96583,825,2023-06-11 15:59:36+00:00,"[{'username': 'lavellerose', 'followers': 560548}]"
303164617,3122328523005115813,1,"Treble. 
Player of the Year. 
League Top Goalscorer. 
European Top Goalscorer. 

@erling.haaland has just accomplished one of the most incredible seasons ever. And he’s just getting started.

#Force9 #NikeFootball",212310,1299,2023-06-10 20:56:26+00:00,"[{'username': 'nike', 'followers': 303164617}, {'username': 'erling.haaland', 'followers': 34610648}]"
303164617,3122179722301771741,8,"Les Champions x3 🎾

Congratulations @diededegroot, @tokitooda, and @nielsvink on each taking home the hardware with major title wins in Paris. 🏆 Keep building your legacies and pushing the game forward.",134198,814,2023-06-10 16:00:48+00:00,"[{'username': 'tokitooda', 'followers': 15162}, {'username': 'diededegroot', 'followers': 9716}, {'username': 'nielsvink', 'followers': 8002}]"
303164617,3121568808452110318,8,"Believe it, chase it, break it. 🥇

Congratulations to @jakobing on a new world record time of 7:54.10 for 2 miles in Paris.",103746,566,2023-06-09 19:47:01+00:00,"[{'username': 'jakobing', 'followers': 498969}, {'username': 'nikerunning', 'followers': 5727526}]"
303164617,3120851658242754706,2,"After this @serenawilliams 2013 victory, she entered her GOAT era 🐐 by going 186 weeks straight at # 1. What about this tournament made it different from the others? A handwritten note of encouragement from Serena to Serena found inside the pocket of her blazer. Tennis was forever rewritten.  🎾

These 2013 Serena Williams artifacts have been supplied by the Department of Nike Archives.",63465,515,2023-06-08 20:03:14+00:00,[]
303164617,3119763508422085476,8,"Barriers broken like never before for you to change the game forever after.

Introducing the 𝐚𝐥𝐥-𝐧𝐞𝐰 𝐏𝐡𝐚𝐧𝐭𝐨𝐦 𝐋𝐮𝐧𝐚 — the ultimate boot created by women, for women. Join the ranks of the game changers like @debinhaa7 and push your limits on the pitch with 𝐏𝐡𝐚𝐧𝐭𝐨𝐦 𝐋𝐮𝐧𝐚. Available in the Nike App and nike.com on June 28. 🌙
#NikeFootball",328685,1360,2023-06-07 08:00:13+00:00,"[{'username': 'nike', 'followers': 303164617}]"
303164617,3119731400597227734,2,"A boot that changes football for athletes changing  everything.

The 𝐚𝐥𝐥-𝐧𝐞𝐰 𝐏𝐡𝐚𝐧𝐭𝐨𝐦 𝐋𝐮𝐧𝐚 was forged at the core by female footballers, including @cdunn19 @debinhaa7 and @grace_geyoro. A first-of-its-kind boot to transform the game.

Equipped with ground-breaking precision and game-changing agility, the 𝐏𝐡𝐚𝐧𝐭𝐨𝐦 𝐋𝐮𝐧𝐚 is available June 28 in the Nike App and nike.com.

The stage is set, the world is watching, and history is about to be made. 🌙
#NikeFootball",69591,389,2023-06-07 07:00:04+00:00,"[{'username': 'nikefootball', 'followers': 45672129}, {'username': 'debinhaa7', 'followers': 531732}, {'username': 'cdunn19', 'followers': 342049}, {'username': 'grace_geyoro', 'followers': 165533}]"
303164617,3119279511418380641,2,"The @Nike x @jacquemus J Force 1- a standout take on its namesake, with luxury touches that complement and bring any style to life. 

Dropping 6.21 on SNKRS app. Tap the link in @Nike’s bio to get notified.",61979,468,2023-06-06 16:00:16+00:00,"[{'username': 'nikewomen', 'followers': 7179273}]"
303164617,3118525274617971617,8,"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇

Hit the link 🔗 in bio to shop your team today. 

#NikeFC",103624,703,2023-06-05 15:00:04+00:00,"[{'username': 'wang_shuang7', 'followers': 66616}, {'username': 'samanthakerr20', 'followers': 1370567}, {'username': 'keishaballa', 'followers': 85190}, {'username': 'alexmorgan13', 'followers': 10225094}, {'username': 'nikefootball', 'followers': 45672129}, {'username': 'debinhaa7', 'followers': 531732}, {'username': 'chloekelly', 'followers': 600500}, {'username': 'ahegerberg', 'followers': 836691}, {'username': 'sophsssmith', 'followers': 285937}, {'username': 'grace_geyoro', 'followers': 165533}, {'username': 'nikewomen', 'followers': 7179273}, {'username': 'mrapinoe', 'followers': 2191412}, {'username': 'asisat_oshoala', 'followers': 1040076}]"
303164617,3118283665285125050,8,"Celebrate the game that unites the world. ⚽🌎🏆

This July, sport’s biggest moment is a global-scale collision of style, culture and footballing prowess. Show love for your team in The 2023 Nike National Team Kits & Collections. 

Check out all the key pieces at the 🔗 in bio and our Instagram Shop #NikeFC",123615,637,2023-06-05 07:00:02+00:00,"[{'username': 'selecaofemininadefutebol', 'followers': 2721456}, {'username': 'thekfa', 'followers': 760285}, {'username': 'uswnt', 'followers': 2314932}, {'username': 'portugal', 'followers': 14869933}, {'username': 'oranjeleeuwinnen', 'followers': 372673}, {'username': 'nikefootball', 'followers': 45672129}, {'username': 'canadasoccer', 'followers': 359427}, {'username': 'matildas', 'followers': 304551}, {'username': 'nigeriasuperfalcons', 'followers': 116888}, {'username': 'lionesses', 'followers': 928085}, {'username': 'kvinnelandslaget', 'followers': 66115}, {'username': 'equipedefrancef', 'followers': 298589}, {'username': 'nzfootballferns', 'followers': 30810}]"
303164617,3116526057075610738,8,"Mom. World Champion. Olympic Champion. And now… World Record holder. 🏆

Congratulations to @faithkipyegon on a stunning time of 3:49.11 in the 1500M in Florence.",110354,767,2023-06-02 20:47:58+00:00,"[{'username': 'nikerunning', 'followers': 5727526}, {'username': 'faithkipyegon', 'followers': 120112}]"
303164617,3116380121996871866,2,"The 2023 Be True Collection is a celebration of the power of the global LGBTQIA+ community. In collaboration with artist Zoe Schlacter (they/them), the geometric patterns and swirling graphics represent the full spectrum of being, letting you reclaim the past, revel in the present, and reimagine the future.

Take a look at this year’s collection and meet designers Mansoor Amjed and Raveena Bhalara. Link in bio to explore the collection. 🌈✨",89400,1794,2023-06-02 16:00:10+00:00,[]
303164617,3115657306540138362,8,"The 2023 Be True Collection is here. Made in collaboration with designer and artist Zoe Schlacter (they/them), bold geometric patterns and swirling graphics serve as a celebration of the legends and dreamers of LGBTQIA+ communities and their legacies.

Available now. Link in bio. 💃✨",145201,1845,2023-06-01 16:01:55+00:00,[]
8380175,3145284241605025005,2,"Watch the battle unfold. “ARMOUR UP” is out now on YouTube and Spotify, featuring @kelleyohara @gavlyn VS. @alexgreenwood5 @nadiarosemusic",3669,160,2023-07-12 13:07:21+00:00,"[{'username': 'nadiarosemusic', 'followers': 85077}, {'username': 'gavlyn', 'followers': 86428}, {'username': 'underarmourfc', 'followers': 100728}, {'username': 'underarmourwomen', 'followers': 928967}, {'username': 'alexgreenwood5', 'followers': 440836}, {'username': 'kelleyohara', 'followers': 820257}]"
8380175,3165643535504088342,8,Gear built for the best in the game🔥⚽,2174,22,2023-08-09 15:15:38+00:00,"[{'username': '___emilyfox', 'followers': 67744}]"
8380175,3164914911444940135,2,"This is your arena. Step into your spotlight with the new Project Rock 6 training shoes, available now.",4708,48,2023-08-08 15:11:13+00:00,"[{'username': 'projectrock', 'followers': 994080}]"
8380175,3164095972347347573,2,#ProtectThisHouse with the Ultimate Team Talk. Scientifically engineered by AI. Inspired by Under Armour athletes. Made real by @ashleywalters,4009,46,2023-08-07 12:04:30+00:00,"[{'username': 'ashleywalters', 'followers': 669159}]"
8380175,3163453578177722706,8,A rivalry forged in history. ☘️⚓️ @ndfootball and @navyfb will kick off the college football season at the Aer Lingus Classic in Dublin wearing custom uniforms.,5251,29,2023-08-06 14:44:35+00:00,"[{'username': 'thefightingirish', 'followers': 178355}, {'username': 'navyathletics', 'followers': 113759}, {'username': 'navyfb', 'followers': 74772}, {'username': 'ndfootball', 'followers': 392586}]"
8380175,3162796618015987845,2,@stephencurry30 brought something special out for the players at Curry Camp 👀 #Curry11,2364,15,2023-08-05 17:04:57+00:00,"[{'username': 'stephencurry30', 'followers': 53705926}, {'username': 'underarmour', 'followers': 8380175}]"
8380175,3162072448924938344,8,Breaking barriers and setting new records🏈 🚩 We're proud to welcome @dianaflres33 to the sqUAd!,3576,53,2023-08-04 17:00:31+00:00,"[{'username': 'dianaflres33', 'followers': 177512}]"
8380175,3162012018597262893,2,🤝 @notredame. 10 more years of partnering with the Fighting Irish ☘️ and supporting student-athletes both on AND off the field.,2294,19,2023-08-04 15:01:00+00:00,"[{'username': 'thefightingirish', 'followers': 178355}, {'username': 'notredame', 'followers': 196387}]"
8380175,3161291447278489237,2,Join UA Rewards today for a chance to win FREE GEAR for a year! Link in bio to sign up.,2227,15,2023-08-03 15:10:01+00:00,[]
8380175,3160566356567055397,8,"No shade, all style. #UAForge96

📸: @shoezen.one",3065,28,2023-08-02 15:08:11+00:00,[]
8380175,3159910089150787752,2,Ready to make a statement on campus? Gear up for a fresh start with our latest arrivals! 👟🎒,1633,8,2023-08-01 17:25:59+00:00,[]
8380175,3159783539474450118,2,"INTRODUCING⭐️UA REWARDS⭐️ Join our loyalty program by 8/2 for a chance to win an unforgettable VIP experience with the 🐐 himself, @StephenCurry30! Link in bio to sign up.",4292,36,2023-08-01 13:14:03+00:00,"[{'username': 'stephencurry30', 'followers': 53705926}]"
8380175,3159353694259973238,2,"It’s time for a sqUAd face-off! Who are you rooting for? 🏴󠁧󠁢󠁥󠁮󠁧󠁿 vs. 🇨🇳

📺: Aug 1st, 9pm AUS (7am EST)",1102,11,2023-07-31 22:59:21+00:00,"[{'username': 'alexgreenwood5', 'followers': 440836}, {'username': 'underarmour', 'followers': 8380175}]"
8380175,3156945856486277872,2,TOUGH just got a whole new meaning😤 Shop the new #UASlipSpeed Mesh pack.,3474,26,2023-07-28 15:16:15+00:00,[]
8380175,3156245023465016917,8,@kelleyohara and @alexgreenwood5 are ARMOURED UP and ready for battle🔥❄️ Shop their UA Favorites now!,2119,20,2023-07-27 16:02:28+00:00,"[{'username': 'underarmourwomen', 'followers': 928967}, {'username': 'alexgreenwood5', 'followers': 440836}, {'username': 'kelleyohara', 'followers': 820257}]"
8380175,3155552307907835446,2,Built specifically for women to give the best fit and support on-pitch.,1828,13,2023-07-26 17:10:16+00:00,"[{'username': 'laurafreigang', 'followers': 162656}, {'username': 'underarmourfc', 'followers': 100728}]"
8380175,3154768585004058605,8,"“Every time you show up and put in the work, you have the mindset of a champion entering the arena, ready to leave it all on the arena floor. Your sweat equity and your purpose is why we continue to bring you the gear you need to perform at your greatest level.” - @therock",6613,46,2023-07-25 15:09:03+00:00,"[{'username': 'projectrock', 'followers': 994080}, {'username': 'therock', 'followers': 388785333}]"
8380175,3154045360193031654,2,Locked in so @laurafreigang never has to hold back🔥⚽️ Cop our newest compression bra– the HeatGear Armour High Sports Bra– available now!,1698,18,2023-07-24 15:19:00+00:00,"[{'username': 'laurafreigang', 'followers': 162656}, {'username': 'underarmour', 'followers': 8380175}]"
8380175,3152080855619598496,2,UNDERRATED ➡️ UNANIMOUS,4865,33,2023-07-21 22:10:34+00:00,"[{'username': 'uabasketball', 'followers': 1757095}, {'username': 'currybrand', 'followers': 463678}, {'username': 'stephencurry30', 'followers': 53705926}]"
8380175,3151169046746204675,2,"It’s time to STEP IN and answer the call of your craft😤 Shop the latest #ProjectRock Collection, available now at the link in bio.",8665,99,2023-07-20 16:07:28+00:00,"[{'username': 'projectrock', 'followers': 994080}, {'username': 'gymhooky', 'followers': 134776}, {'username': 'therock', 'followers': 388785333}, {'username': 'lindseyvonn', 'followers': 2216538}, {'username': 'perezluisqb', 'followers': 18932}, {'username': 'tvaughns_21', 'followers': 20964}, {'username': 'salnells', 'followers': 29108}, {'username': 'tamarawalcott.shw', 'followers': 175199}]"
8380175,3151116976587862931,8,Major Threads 🧵 @jordanspieth is ready for ANY conditions at the 151st @theopen,2280,24,2023-07-20 14:13:57+00:00,"[{'username': 'jordanspieth', 'followers': 1852211}]"
8380175,3150681164910464132,2,“The great ones come out of places you wouldn’t expect them to come from”. @JaydeRiviere takes us through the triumphs and adversities she’s faced all to become the player and person she is today.,1534,37,2023-07-19 23:51:44+00:00,"[{'username': 'jayderiviere', 'followers': 36381}]"
8380175,3150361803473613187,2,Ready for ANYTHING. Last major of the year and @jordanspieth is rooting for tough conditions at @theopen Championship,4022,182,2023-07-19 13:30:57+00:00,"[{'username': 'jordanspieth', 'followers': 1852211}]"
8380175,3149120772761779789,8,9️⃣9️⃣ club‼️ Check out @jjettas2 custom @eamaddennfl cleats. ✈️,3685,29,2023-07-17 20:07:51+00:00,"[{'username': 'eamaddennfl', 'followers': 1260409}, {'username': 'jjettas2', 'followers': 1567311}]"
8380175,3148936720171564976,2,"We made history with this one🔥 All-female cast starring @kelleyohara and @alexgreenwood5, performed by @gavlyn and @nadiarosemusic, and directed by @katwebber_ and @karenaevans. LFG! ️⚽️🏆",1587,18,2023-07-17 14:06:46+00:00,"[{'username': 'katwebber_', 'followers': 7316}, {'username': 'nadiarosemusic', 'followers': 85077}, {'username': 'karenaevans', 'followers': 95879}, {'username': 'gavlyn', 'followers': 86428}, {'username': 'underarmourfc', 'followers': 100728}, {'username': 'underarmourwomen', 'followers': 928967}, {'username': 'alexgreenwood5', 'followers': 440836}, {'username': 'kelleyohara', 'followers': 820257}]"
8380175,3148518337838596195,1,"The question remains…Who can stop @stephencurry30? 

Stephen Curry becomes the first African-American to win the American Century Championship. He is also the first active athlete to secure the title since 2000.",18697,165,2023-07-17 00:10:55+00:00,"[{'username': 'stephencurry30', 'followers': 53705926}, {'username': 'underarmour', 'followers': 8380175}]"
8380175,3146798898740296118,2,Our best-rated sneaker just got a summer makeover! Cop the latest #UASlipSpeed Mesh pack👟,4316,42,2023-07-14 15:20:00+00:00,[]
8380175,3146066537266530441,2,"‘ARMOUR UP’ got BARRRRSSSS.
🎤 @gavlyn + @nadiarosemusic
⚽️ @kelleyohara + @alexgreenwood5",1840,11,2023-07-13 15:00:12+00:00,"[{'username': 'underarmourfc', 'followers': 100728}, {'username': 'underarmourwomen', 'followers': 928967}]"
8380175,3144085625355610719,8,No sleep in Seattle for Freddie Freeman and Juan Soto. ⚾️ Check out our sqUAd’s custom cleats for the @mlb All-Star game.,3269,13,2023-07-10 21:23:55+00:00,"[{'username': 'soikephoto', 'followers': 965}, {'username': 'juansoto_25', 'followers': 979376}, {'username': 'dezcustomz', 'followers': 100388}]"
